"Id","OrderNumber","OrderDate","FirstName","City","Country","ProductName","UnitPrice","Quantity","Sale_Dollars","CompanyName"
"218","542595","2013-03-05 00:00:00","Palle","Århus","Denmark","Boston Crab Meat","14.70","20","294.00","New England Seafood Cannery"
"218","542595","2013-03-05 00:00:00","Palle","Århus","Denmark","Rogede sild","7.60","30","228.00","Lyngbysild"
"218","542595","2013-03-05 00:00:00","Palle","Århus","Denmark","Valkoinen suklaa","13.00","25","325.00","Karkki Oy"
"219","542596","2013-03-06 00:00:00","Pedro","Sao Paulo","Brazil","Queso Cabrales","16.80","10","168.00","Cooperativa de Quesos 'Las Cabras'"
"219","542596","2013-03-06 00:00:00","Pedro","Sao Paulo","Brazil","Spegesild","9.60","5","48.00","Lyngbysild"
"220","542597","2013-03-06 00:00:00","Giovanni","Bergamo","Italy","NuNuCa Nuß-Nougat-Creme","11.20","12","134.40","Heli Süßwaren GmbH & Co. KG"
"221","542598","2013-03-07 00:00:00","Philip","Brandenburg","Germany","Nord-Ost Matjeshering","20.70","8","165.60","Nord-Ost-Fisch Handelsgesellschaft mbH"
"221","542598","2013-03-07 00:00:00","Philip","Brandenburg","Germany","Ipoh Coffee","36.80","15","552.00","Leka Trading"
"222","542599","2013-03-10 00:00:00","Karl","Seattle","USA","Chang","15.20","40","608.00","Exotic Liquids"
"222","542599","2013-03-10 00:00:00","Karl","Seattle","USA","Pavlova","13.90","35","486.50","Pavlova, Ltd."
"222","542599","2013-03-10 00:00:00","Karl","Seattle","USA","Gula Malacca","15.50","2","31.00","Leka Trading"
"223","542600","2013-03-11 00:00:00","Laurence","Marseille","France","Carnarvon Tigers","50.00","30","1500.00","Pavlova, Ltd."
"223","542600","2013-03-11 00:00:00","Laurence","Marseille","France","Tunnbröd","7.20","15","108.00","PB Knäckebröd AB"
"223","542600","2013-03-11 00:00:00","Laurence","Marseille","France","Wimmers gute Semmelknödel","26.60","8","212.80","Plutzer Lebensmittelgroßmärkte AG"
"224","542601","2013-03-11 00:00:00","Victoria","London","UK","Uncle Bob's Organic Dried Pears","24.00","30","720.00","Grandma Kelly's Homestead"
"224","542601","2013-03-11 00:00:00","Victoria","London","UK","Gnocchi di nonna Alice","30.40","20","608.00","Pasta Buttini s.r.l."
"225","542602","2013-03-12 00:00:00","Hari","London","UK","Manjimup Dried Apples","42.40","18","763.20","G'day, Mate"
"226","542603","2013-03-13 00:00:00","Helen","Cowes","UK","Geitost","2.00","12","24.00","Norske Meierier"
"226","542603","2013-03-13 00:00:00","Helen","Cowes","UK","Flotemysost","17.20","12","206.40","Norske Meierier"
"227","542604","2013-03-13 00:00:00","Guillermo","México D.F.","Mexico","Tofu","18.60","12","223.20","Mayumi's"
"227","542604","2013-03-13 00:00:00","Guillermo","México D.F.","Mexico","Boston Crab Meat","14.70","21","308.70","New England Seafood Cannery"
"227","542604","2013-03-13 00:00:00","Guillermo","México D.F.","Mexico","Rhönbräu Klosterbier","6.20","10","62.00","Plutzer Lebensmittelgroßmärkte AG"
"228","542605","2013-03-14 00:00:00","Pascale","Charleroi","Belgium","Gorgonzola Telino","10.00","35","350.00","Formaggi Fortini s.r.l."
"228","542605","2013-03-14 00:00:00","Pascale","Charleroi","Belgium","Louisiana Hot Spiced Okra","13.60","60","816.00","New Orleans Ca6/Delights"
"228","542605","2013-03-14 00:00:00","Pascale","Charleroi","Belgium","Lakkalikööri","14.40","42","604.80","Karkki Oy"
"229","542606","2013-03-17 00:00:00","Carlos","San Cristóbal","Venezuela","Pâté chinois","19.20","2","38.40","Ma Maison"
"229","542606","2013-03-17 00:00:00","Carlos","San Cristóbal","Venezuela","Outback Lager","12.00","12","144.00","Pavlova, Ltd."
"230","542607","2013-03-17 00:00:00","Isabel","Lisboa","Portugal","Chai","14.40","15","216.00","Exotic Liquids"
"230","542607","2013-03-17 00:00:00","Isabel","Lisboa","Portugal","Sir Rodney's Scones","8.00","21","168.00","Specialty Biscuits, Ltd."
"230","542607","2013-03-17 00:00:00","Isabel","Lisboa","Portugal","Chartreuse verte","14.40","20","288.00","Aux joyeux ecclésiastiques"
"231","542608","2013-03-18 00:00:00","Mary","Lyon","France","Ikura","24.80","20","496.00","Tokyo Traders"
"232","542609","2013-03-19 00:00:00","Paula","Albuquerque","USA","Côte de Blaye","210.80","30","6324.00","Aux joyeux ecclésiastiques"
"232","542609","2013-03-19 00:00:00","Paula","Albuquerque","USA","Raclette Courdavault","44.00","60","2640.00","Gai pâturage"
"232","542609","2013-03-19 00:00:00","Paula","Albuquerque","USA","Wimmers gute Semmelknödel","26.60","30","798.00","Plutzer Lebensmittelgroßmärkte AG"
"233","542610","2013-03-20 00:00:00","Martine","Lille","France","Zaanse koeken","7.60","30","228.00","Zaanse Snoepfabriek"
"233","542610","2013-03-20 00:00:00","Martine","Lille","France","Raclette Courdavault","44.00","12","528.00","Gai pâturage"
"234","542611","2013-03-20 00:00:00","Janete","Rio de Janeiro","Brazil","Maxilaku","16.00","24","384.00","Karkki Oy"
"234","542611","2013-03-20 00:00:00","Janete","Rio de Janeiro","Brazil","Camembert Pierrot","27.20","40","1088.00","Gai pâturage"
"235","542612","2013-03-21 00:00:00","John","Walla Walla","USA","Boston Crab Meat","14.70","10","147.00","New England Seafood Cannery"
"236","542613","2013-03-24 00:00:00","Karl","Seattle","USA","Sasquatch Ale","11.20","35","392.00","Bigfoot Breweries"
"236","542613","2013-03-24 00:00:00","Karl","Seattle","USA","Original Frankfurter grüne Soße","10.40","30","312.00","Plutzer Lebensmittelgroßmärkte AG"
"237","542614","2013-03-24 00:00:00","Victoria","London","UK","Sir Rodney's Scones","8.00","14","112.00","Specialty Biscuits, Ltd."
"237","542614","2013-03-24 00:00:00","Victoria","London","UK","Boston Crab Meat","14.70","10","147.00","New England Seafood Cannery"
"237","542614","2013-03-24 00:00:00","Victoria","London","UK","Manjimup Dried Apples","42.40","3","127.20","G'day, Mate"
"238","542615","2013-03-25 00:00:00","Felipe","I. de Margarita","Venezuela","Chang","15.20","20","304.00","Exotic Liquids"
"238","542615","2013-03-25 00:00:00","Felipe","I. de Margarita","Venezuela","Aniseed Syrup","8.00","20","160.00","Exotic Liquids"
"238","542615","2013-03-25 00:00:00","Felipe","I. de Margarita","Venezuela","Pâté chinois","19.20","30","576.00","Ma Maison"
"238","542615","2013-03-25 00:00:00","Felipe","I. de Margarita","Venezuela","Outback Lager","12.00","60","720.00","Pavlova, Ltd."
"239","542616","2013-03-26 00:00:00","Carlos","San Cristóbal","Venezuela","Queso Cabrales","16.80","5","84.00","Cooperativa de Quesos 'Las Cabras'"
"239","542616","2013-03-26 00:00:00","Carlos","San Cristóbal","Venezuela","Manjimup Dried Apples","42.40","25","1060.00","G'day, Mate"
"239","542616","2013-03-26 00:00:00","Carlos","San Cristóbal","Venezuela","Longlife Tofu","8.00","16","128.00","Tokyo Traders"
"240","542617","2013-03-26 00:00:00","Lúcia","Sao Paulo","Brazil","Teatime Chocolate Biscuits","7.30","5","36.50","Specialty Biscuits, Ltd."
"240","542617","2013-03-26 00:00:00","Lúcia","Sao Paulo","Brazil","Gumbär Gummibärchen","24.90","30","747.00","Heli Süßwaren GmbH & Co. KG"
"240","542617","2013-03-26 00:00:00","Lúcia","Sao Paulo","Brazil","Tourtière","5.90","24","141.60","Ma Maison"
"241","542618","2013-03-27 00:00:00","Peter","München","Germany","Raclette Courdavault","44.00","30","1320.00","Gai pâturage"
"241","542618","2013-03-27 00:00:00","Peter","München","Germany","Röd Kaviar","12.00","20","240.00","Svensk Sjöföda AB"
"242","542619","2013-03-28 00:00:00","Georg","Salzburg","Austria","Queso Cabrales","16.80","15","252.00","Cooperativa de Quesos 'Las Cabras'"
"242","542619","2013-03-28 00:00:00","Georg","Salzburg","Austria","Pavlova","13.90","18","250.20","Pavlova, Ltd."
"243","542620","2013-03-31 00:00:00","Carlos","San Cristóbal","Venezuela","Raclette Courdavault","44.00","60","2640.00","Gai pâturage"
"243","542620","2013-03-31 00:00:00","Carlos","San Cristóbal","Venezuela","Scottish Longbreads","10.00","30","300.00","Specialty Biscuits, Ltd."
"243","542620","2013-03-31 00:00:00","Carlos","San Cristóbal","Venezuela","Rhönbräu Klosterbier","6.20","36","223.20","Plutzer Lebensmittelgroßmärkte AG"
"244","542621","2013-03-31 00:00:00","Lino","Lisboa","Portugal","Gula Malacca","15.50","15","232.50","Leka Trading"
"244","542621","2013-03-31 00:00:00","Lino","Lisboa","Portugal","Original Frankfurter grüne Soße","10.40","7","72.80","Plutzer Lebensmittelgroßmärkte AG"
"245","542622","2013-04-01 00:00:00","Elizabeth","Tsawassen","Canada","NuNuCa Nuß-Nougat-Creme","11.20","60","672.00","Heli Süßwaren GmbH & Co. KG"
"246","542623","2013-04-02 00:00:00","Annette","Toulouse","France","Louisiana Fiery Hot Pepper Sauce","16.80","15","252.00","New Orleans Ca6/Delights"
"246","542623","2013-04-02 00:00:00","Annette","Toulouse","France","Louisiana Hot Spiced Okra","13.60","10","136.00","New Orleans Ca6/Delights"
"246","542623","2013-04-02 00:00:00","Annette","Toulouse","France","Gudbrandsdalsost","28.80","10","288.00","Norske Meierier"
"247","542624","2013-04-02 00:00:00","Pedro","Sao Paulo","Brazil","Gnocchi di nonna Alice","30.40","30","912.00","Pasta Buttini s.r.l."
"248","542625","2013-04-03 00:00:00","Yoshi","Vancouver","Canada","Tunnbröd","7.20","10","72.00","PB Knäckebröd AB"
"248","542625","2013-04-03 00:00:00","Yoshi","Vancouver","Canada","Jack's New England Clam Chowder","7.70","20","154.00","New England Seafood Cannery"
"248","542625","2013-04-03 00:00:00","Yoshi","Vancouver","Canada","Original Frankfurter grüne Soße","10.40","5","52.00","Plutzer Lebensmittelgroßmärkte AG"
"249","542626","2013-04-04 00:00:00","Anabela","Sao Paulo","Brazil","Gorgonzola Telino","10.00","20","200.00","Formaggi Fortini s.r.l."
"250","542627","2013-04-04 00:00:00","Renate","Frankfurt a.M.","Germany","Gnocchi di nonna Alice","30.40","14","425.60","Pasta Buttini s.r.l."
"250","542627","2013-04-04 00:00:00","Renate","Frankfurt a.M.","Germany","Mozzarella di Giovanni","27.80","25","695.00","Formaggi Fortini s.r.l."
"250","542627","2013-04-04 00:00:00","Renate","Frankfurt a.M.","Germany","Original Frankfurter grüne Soße","10.40","25","260.00","Plutzer Lebensmittelgroßmärkte AG"
"251","542628","2013-04-07 00:00:00","Carlos","San Cristóbal","Venezuela","Boston Crab Meat","18.40","5","92.00","New England Seafood Cannery"
"252","542629","2013-04-08 00:00:00","Carlos","Barquisimeto","Venezuela","Maxilaku","20.00","25","500.00","Karkki Oy"
"253","542630","2013-04-09 00:00:00","Annette","Toulouse","France","Genen Shouyu","15.50","12","186.00","Mayumi's"
"254","542631","2013-04-09 00:00:00","Hanna","Mannheim","Germany","Tourtière","7.45","20","149.00","Ma Maison"
"255","542632","2013-04-10 00:00:00","Guillermo","México D.F.","Mexico","Rogede sild","9.50","21","199.50","Lyngbysild"
"255","542632","2013-04-10 00:00:00","Guillermo","México D.F.","Mexico","Laughing Lumberjack Lager","14.00","30","420.00","Bigfoot Breweries"
"256","542633","2013-04-11 00:00:00","Patricia","Cork","Ireland","Tofu","23.25","70","1627.50","Mayumi's"
"256","542633","2013-04-11 00:00:00","Patricia","Cork","Ireland","Louisiana Fiery Hot Pepper Sauce","21.05","20","421.00","New Orleans Ca6/Delights"
"257","542634","2013-04-11 00:00:00","Karl","Seattle","USA","Chang","19.00","12","228.00","Exotic Liquids"
"257","542634","2013-04-11 00:00:00","Karl","Seattle","USA","Sir Rodney's Scones","10.00","12","120.00","Specialty Biscuits, Ltd."
"257","542634","2013-04-11 00:00:00","Karl","Seattle","USA","Sirop d'érable","28.50","25","712.50","Forêts d'érables"
"258","542635","2013-04-14 00:00:00","Jean","Montréal","Canada","Tarte au sucre","49.30","3","147.90","Forêts d'érables"
"259","542636","2013-04-15 00:00:00","Philip","Brandenburg","Germany","NuNuCa Nuß-Nougat-Creme","14.00","18","252.00","Heli Süßwaren GmbH & Co. KG"
"259","542636","2013-04-15 00:00:00","Philip","Brandenburg","Germany","Outback Lager","15.00","14","210.00","Pavlova, Ltd."
"260","542637","2013-04-15 00:00:00","Antonio","México D.F.","Mexico","Ipoh Coffee","46.00","15","690.00","Leka Trading"
"260","542637","2013-04-15 00:00:00","Antonio","México D.F.","Mexico","Chocolade","12.75","15","191.25","Zaanse Snoepfabriek"
"261","542638","2013-04-16 00:00:00","Henriette","Köln","Germany","Konbu","6.00","10","60.00","Mayumi's"
"261","542638","2013-04-16 00:00:00","Henriette","Köln","Germany","Chartreuse verte","18.00","10","180.00","Aux joyeux ecclésiastiques"
"263","542640","2013-04-18 00:00:00","Jose","Boise","USA","Rhönbräu Klosterbier","7.75","36","279.00","Plutzer Lebensmittelgroßmärkte AG"
"264","542641","2013-04-18 00:00:00","Laurence","Marseille","France","Chef Anton's Ca6/Seasoning","22.00","50","1100.00","New Orleans Ca6/Delights"
"264","542641","2013-04-18 00:00:00","Laurence","Marseille","France","Uncle Bob's Organic Dried Pears","30.00","50","1500.00","Grandma Kelly's Homestead"
"264","542641","2013-04-18 00:00:00","Laurence","Marseille","France","Northwoods Cranberry Sauce","40.00","10","400.00","Grandma Kelly's Homestead"
"265","542642","2013-04-21 00:00:00","Aria","Sao Paulo","Brazil","Spegesild","12.00","9","108.00","Lyngbysild"
"265","542642","2013-04-21 00:00:00","Aria","Sao Paulo","Brazil","Zaanse koeken","9.50","6","57.00","Zaanse Snoepfabriek"
"265","542642","2013-04-21 00:00:00","Aria","Sao Paulo","Brazil","Camembert Pierrot","34.00","12","408.00","Gai pâturage"
"266","542643","2013-04-22 00:00:00","Rita","Stuttgart","Germany","Sir Rodney's Scones","10.00","40","400.00","Specialty Biscuits, Ltd."
"266","542643","2013-04-22 00:00:00","Rita","Stuttgart","Germany","Mascarpone Fabioli","32.00","50","1600.00","Formaggi Fortini s.r.l."
"266","542643","2013-04-22 00:00:00","Rita","Stuttgart","Germany","Sirop d'érable","28.50","15","427.50","Forêts d'érables"
"267","542644","2013-04-22 00:00:00","Roland","Graz","Austria","Sir Rodney's Marmalade","81.00","39","3159.00","Specialty Biscuits, Ltd."
"267","542644","2013-04-22 00:00:00","Roland","Graz","Austria","Gnocchi di nonna Alice","38.00","70","2660.00","Pasta Buttini s.r.l."
"267","542644","2013-04-22 00:00:00","Roland","Graz","Austria","Louisiana Fiery Hot Pepper Sauce","21.05","39","820.95","New Orleans Ca6/Delights"
"267","542644","2013-04-22 00:00:00","Roland","Graz","Austria","Rhönbräu Klosterbier","7.75","50","387.50","Plutzer Lebensmittelgroßmärkte AG"
"268","542645","2013-04-23 00:00:00","Horst","Cunewalde","Germany","Pavlova","17.45","50","872.50","Pavlova, Ltd."
"268","542645","2013-04-23 00:00:00","Horst","Cunewalde","Germany","Schoggi Schokolade","43.90","120","5268.00","Heli Süßwaren GmbH & Co. KG"
"268","542645","2013-04-23 00:00:00","Horst","Cunewalde","Germany","Geitost","2.50","16","40.00","Norske Meierier"
"268","542645","2013-04-23 00:00:00","Horst","Cunewalde","Germany","Camembert Pierrot","34.00","84","2856.00","Gai pâturage"
"269","542646","2013-04-24 00:00:00","Patricia","Cork","Ireland","Carnarvon Tigers","62.50","25","1562.50","Pavlova, Ltd."
"269","542646","2013-04-24 00:00:00","Patricia","Cork","Ireland","Jack's New England Clam Chowder","9.65","80","772.00","New England Seafood Cannery"
"270","542647","2013-04-24 00:00:00","Simon","London","UK","Filo Mix","7.00","6","42.00","G'day, Mate"
"270","542647","2013-04-24 00:00:00","Simon","London","UK","Raclette Courdavault","55.00","4","220.00","Gai pâturage"
"270","542647","2013-04-24 00:00:00","Simon","London","UK","Outback Lager","15.00","6","90.00","Pavlova, Ltd."
"271","542648","2013-04-25 00:00:00","Miguel","México D.F.","Mexico","Côte de Blaye","263.50","15","3952.50","Aux joyeux ecclésiastiques"
"271","542648","2013-04-25 00:00:00","Miguel","México D.F.","Mexico","Gula Malacca","19.45","9","175.05","Leka Trading"
"272","542649","2013-04-28 00:00:00","Yang","Bern","Switzerland","Ikura","31.00","16","496.00","Tokyo Traders"
"272","542649","2013-04-28 00:00:00","Yang","Bern","Switzerland","Gnocchi di nonna Alice","38.00","40","1520.00","Pasta Buttini s.r.l."
"272","542649","2013-04-28 00:00:00","Yang","Bern","Switzerland","Camembert Pierrot","34.00","10","340.00","Gai pâturage"
"274","542651","2013-04-29 00:00:00","Patricio","Buenos Aires","Argentina","Steeleye Stout","18.00","3","54.00","Bigfoot Breweries"
"274","542651","2013-04-29 00:00:00","Patricio","Buenos Aires","Argentina","Jack's New England Clam Chowder","9.65","10","96.50","New England Seafood Cannery"
"274","542651","2013-04-29 00:00:00","Patricio","Buenos Aires","Argentina","Scottish Longbreads","12.50","6","75.00","Specialty Biscuits, Ltd."
"275","542652","2013-04-30 00:00:00","Renate","Frankfurt a.M.","Germany","Chai","18.00","40","720.00","Exotic Liquids"
"275","542652","2013-04-30 00:00:00","Renate","Frankfurt a.M.","Germany","Northwoods Cranberry Sauce","40.00","24","960.00","Grandma Kelly's Homestead"
"275","542652","2013-04-30 00:00:00","Renate","Frankfurt a.M.","Germany","Nord-Ost Matjeshering","25.89","20","517.80","Nord-Ost-Fisch Handelsgesellschaft mbH"
"275","542652","2013-04-30 00:00:00","Renate","Frankfurt a.M.","Germany","Boston Crab Meat","18.40","25","460.00","New England Seafood Cannery"
"276","542653","2013-05-01 00:00:00","Hari","London","UK","Sir Rodney's Marmalade","81.00","15","1215.00","Specialty Biscuits, Ltd."
"276","542653","2013-05-01 00:00:00","Hari","London","UK","Gravad lax","26.00","18","468.00","Svensk Sjöföda AB"
"276","542653","2013-05-01 00:00:00","Hari","London","UK","Jack's New England Clam Chowder","9.65","6","57.90","New England Seafood Cannery"
"277","542654","2013-05-01 00:00:00","Christina","Luleå","Sweden","Ikura","31.00","2","62.00","Tokyo Traders"
"277","542654","2013-05-01 00:00:00","Christina","Luleå","Sweden","Nord-Ost Matjeshering","25.89","10","258.90","Nord-Ost-Fisch Handelsgesellschaft mbH"
"277","542654","2013-05-01 00:00:00","Christina","Luleå","Sweden","Ipoh Coffee","46.00","60","2760.00","Leka Trading"
"277","542654","2013-05-01 00:00:00","Christina","Luleå","Sweden","Tourtière","7.45","15","111.75","Ma Maison"
"278","542655","2013-05-02 00:00:00","Laurence","Marseille","France","Inlagd Sill","19.00","30","570.00","Svensk Sjöföda AB"
"278","542655","2013-05-02 00:00:00","Laurence","Marseille","France","Boston Crab Meat","18.40","15","276.00","New England Seafood Cannery"
"279","542656","2013-05-05 00:00:00","Pirkko","Oulu","Finland","Chai","18.00","8","144.00","Exotic Liquids"
"279","542656","2013-05-05 00:00:00","Pirkko","Oulu","Finland","Konbu","6.00","10","60.00","Mayumi's"
"279","542656","2013-05-05 00:00:00","Pirkko","Oulu","Finland","Gnocchi di nonna Alice","38.00","30","1140.00","Pasta Buttini s.r.l."
"280","542657","2013-05-05 00:00:00","Horst","Cunewalde","Germany","Chef Anton's Ca6/Seasoning","22.00","50","1100.00","New Orleans Ca6/Delights"
"280","542657","2013-05-05 00:00:00","Horst","Cunewalde","Germany","Inlagd Sill","19.00","30","570.00","Svensk Sjöföda AB"
"281","542658","2013-05-06 00:00:00","Howard","Eugene","USA","Queso Cabrales","21.00","3","63.00","Cooperativa de Quesos 'Las Cabras'"
"281","542658","2013-05-06 00:00:00","Howard","Eugene","USA","Geitost","2.50","8","20.00","Norske Meierier"
"281","542658","2013-05-06 00:00:00","Howard","Eugene","USA","Mozzarella di Giovanni","34.80","9","313.20","Formaggi Fortini s.r.l."
"282","542659","2013-05-07 00:00:00","Catherine","Bruxelles","Belgium","Pâté chinois","24.00","14","336.00","Ma Maison"
"282","542659","2013-05-07 00:00:00","Catherine","Bruxelles","Belgium","Scottish Longbreads","12.50","20","250.00","Specialty Biscuits, Ltd."
"282","542659","2013-05-07 00:00:00","Catherine","Bruxelles","Belgium","Gudbrandsdalsost","36.00","10","360.00","Norske Meierier"
"283","542660","2013-05-08 00:00:00","Georg","Salzburg","Austria","Ipoh Coffee","46.00","25","1150.00","Leka Trading"
"283","542660","2013-05-08 00:00:00","Georg","Salzburg","Austria","Sirop d'érable","28.50","20","570.00","Forêts d'érables"
"283","542660","2013-05-08 00:00:00","Georg","Salzburg","Austria","Lakkalikööri","18.00","50","900.00","Karkki Oy"
"284","542661","2013-05-08 00:00:00","Yvonne","Buenos Aires","Argentina","Raclette Courdavault","55.00","2","110.00","Gai pâturage"
"285","542662","2013-05-09 00:00:00","Ann","London","UK","Nord-Ost Matjeshering","25.89","15","388.35","Nord-Ost-Fisch Handelsgesellschaft mbH"
"285","542662","2013-05-09 00:00:00","Ann","London","UK","Louisiana Hot Spiced Okra","17.00","24","408.00","New Orleans Ca6/Delights"
"286","542663","2013-05-12 00:00:00","Maria","Bräcke","Sweden","Chef Anton's Ca6/Seasoning","22.00","50","1100.00","New Orleans Ca6/Delights"
"286","542663","2013-05-12 00:00:00","Maria","Bräcke","Sweden","Mozzarella di Giovanni","34.80","24","835.20","Formaggi Fortini s.r.l."
"286","542663","2013-05-12 00:00:00","Maria","Bräcke","Sweden","Röd Kaviar","15.00","24","360.00","Svensk Sjöföda AB"
"287","542664","2013-05-12 00:00:00","Renate","Frankfurt a.M.","Germany","Nord-Ost Matjeshering","25.89","10","258.90","Nord-Ost-Fisch Handelsgesellschaft mbH"
"287","542664","2013-05-12 00:00:00","Renate","Frankfurt a.M.","Germany","Boston Crab Meat","18.40","10","184.00","New England Seafood Cannery"
"287","542664","2013-05-12 00:00:00","Renate","Frankfurt a.M.","Germany","Tourtière","7.45","10","74.50","Ma Maison"
"288","542665","2013-05-13 00:00:00","Antonio","México D.F.","Mexico","Queso Cabrales","21.00","50","1050.00","Cooperativa de Quesos 'Las Cabras'"
"288","542665","2013-05-13 00:00:00","Antonio","México D.F.","Mexico","Boston Crab Meat","18.40","10","184.00","New England Seafood Cannery"
"288","542665","2013-05-13 00:00:00","Antonio","México D.F.","Mexico","Ravioli Angelo","19.50","5","97.50","Pasta Buttini s.r.l."
"288","542665","2013-05-13 00:00:00","Antonio","México D.F.","Mexico","Raclette Courdavault","55.00","15","825.00","Gai pâturage"
"289","542666","2013-05-14 00:00:00","Renate","Frankfurt a.M.","Germany","Queso Manchego La Pastora","38.00","15","570.00","Cooperativa de Quesos 'Las Cabras'"
"289","542666","2013-05-14 00:00:00","Renate","Frankfurt a.M.","Germany","Gorgonzola Telino","12.50","20","250.00","Formaggi Fortini s.r.l."
"289","542666","2013-05-14 00:00:00","Renate","Frankfurt a.M.","Germany","Geitost","2.50","30","75.00","Norske Meierier"
"289","542666","2013-05-14 00:00:00","Renate","Frankfurt a.M.","Germany","Camembert Pierrot","34.00","35","1190.00","Gai pâturage"
"290","542667","2013-05-14 00:00:00","Michael","Genève","Switzerland","Gorgonzola Telino","12.50","30","375.00","Formaggi Fortini s.r.l."
"290","542667","2013-05-14 00:00:00","Michael","Genève","Switzerland","Manjimup Dried Apples","53.00","6","318.00","G'day, Mate"
"290","542667","2013-05-14 00:00:00","Michael","Genève","Switzerland","Escargots de Bourgogne","13.25","20","265.00","Escargots Nouveaux"
"290","542667","2013-05-14 00:00:00","Michael","Genève","Switzerland","Mozzarella di Giovanni","34.80","21","730.80","Formaggi Fortini s.r.l."
"290","542667","2013-05-14 00:00:00","Michael","Genève","Switzerland","Röd Kaviar","15.00","9","135.00","Svensk Sjöföda AB"
"291","542668","2013-05-15 00:00:00","Victoria","London","UK","Outback Lager","15.00","7","105.00","Pavlova, Ltd."
"291","542668","2013-05-15 00:00:00","Victoria","London","UK","Mozzarella di Giovanni","34.80","1","34.80","Formaggi Fortini s.r.l."
"292","542669","2013-05-16 00:00:00","Victoria","London","UK","Konbu","6.00","8","48.00","Mayumi's"
"292","542669","2013-05-16 00:00:00","Victoria","London","UK","Sir Rodney's Scones","10.00","15","150.00","Specialty Biscuits, Ltd."
"292","542669","2013-05-16 00:00:00","Victoria","London","UK","Geitost","2.50","15","37.50","Norske Meierier"
"292","542669","2013-05-16 00:00:00","Victoria","London","UK","Maxilaku","20.00","6","120.00","Karkki Oy"
"293","542670","2013-05-19 00:00:00","Horst","Cunewalde","Germany","Aniseed Syrup","10.00","60","600.00","Exotic Liquids"
"293","542670","2013-05-19 00:00:00","Horst","Cunewalde","Germany","Gumbär Gummibärchen","31.23","40","1249.20","Heli Süßwaren GmbH & Co. KG"
"293","542670","2013-05-19 00:00:00","Horst","Cunewalde","Germany","Côte de Blaye","263.50","30","7905.00","Aux joyeux ecclésiastiques"
"293","542670","2013-05-19 00:00:00","Horst","Cunewalde","Germany","Scottish Longbreads","12.50","35","437.50","Specialty Biscuits, Ltd."
"294","542671","2013-05-19 00:00:00","Mario","Rio de Janeiro","Brazil","Côte de Blaye","263.50","4","1054.00","Aux joyeux ecclésiastiques"
"294","542671","2013-05-19 00:00:00","Mario","Rio de Janeiro","Brazil","Louisiana Fiery Hot Pepper Sauce","21.05","36","757.80","New Orleans Ca6/Delights"
"294","542671","2013-05-19 00:00:00","Mario","Rio de Janeiro","Brazil","Flotemysost","21.50","9","193.50","Norske Meierier"
"295","542672","2013-05-20 00:00:00","Philip","Brandenburg","Germany","Queso Cabrales","21.00","15","315.00","Cooperativa de Quesos 'Las Cabras'"
"295","542672","2013-05-20 00:00:00","Philip","Brandenburg","Germany","Tourtière","7.45","24","178.80","Ma Maison"
"296","542673","2013-05-21 00:00:00","Carlos","Barquisimeto","Venezuela","Queso Manchego La Pastora","38.00","30","1140.00","Cooperativa de Quesos 'Las Cabras'"
"296","542673","2013-05-21 00:00:00","Carlos","Barquisimeto","Venezuela","Tunnbröd","9.00","70","630.00","PB Knäckebröd AB"
"297","542674","2013-05-21 00:00:00","Fran","Portland","USA","Laughing Lumberjack Lager","14.00","7","98.00","Bigfoot Breweries"
"298","542675","2013-05-22 00:00:00","John","Walla Walla","USA","Queso Cabrales","21.00","10","210.00","Cooperativa de Quesos 'Las Cabras'"
"299","542676","2013-05-23 00:00:00","Mary","Lyon","France","Uncle Bob's Organic Dried Pears","30.00","10","300.00","Grandma Kelly's Homestead"
"299","542676","2013-05-23 00:00:00","Mary","Lyon","France","Steeleye Stout","18.00","30","540.00","Bigfoot Breweries"
"299","542676","2013-05-23 00:00:00","Mary","Lyon","France","Tarte au sucre","49.30","40","1972.00","Forêts d'érables"
"300","542677","2013-05-23 00:00:00","Hari","London","UK","Mascarpone Fabioli","32.00","24","768.00","Formaggi Fortini s.r.l."
"300","542677","2013-05-23 00:00:00","Hari","London","UK","Inlagd Sill","19.00","60","1140.00","Svensk Sjöföda AB"
"301","542678","2013-05-26 00:00:00","Karin","Münster","Germany","Sasquatch Ale","14.00","10","140.00","Bigfoot Breweries"
"301","542678","2013-05-26 00:00:00","Karin","Münster","Germany","Jack's New England Clam Chowder","9.65","14","135.10","New England Seafood Cannery"
"302","542679","2013-05-27 00:00:00","Horst","Cunewalde","Germany","Gorgonzola Telino","12.50","55","687.50","Formaggi Fortini s.r.l."
"302","542679","2013-05-27 00:00:00","Horst","Cunewalde","Germany","Rogede sild","9.50","100","950.00","Lyngbysild"
"302","542679","2013-05-27 00:00:00","Horst","Cunewalde","Germany","Manjimup Dried Apples","53.00","48","2544.00","G'day, Mate"
"303","542680","2013-05-28 00:00:00","José","Sevilla","Spain","Teatime Chocolate Biscuits","9.20","10","92.00","Specialty Biscuits, Ltd."
"303","542680","2013-05-28 00:00:00","José","Sevilla","Spain","Sir Rodney's Scones","10.00","6","60.00","Specialty Biscuits, Ltd."
"303","542680","2013-05-28 00:00:00","José","Sevilla","Spain","Sirop d'érable","28.50","10","285.00","Forêts d'érables"
