customer_id,first_name,last_name,email,address_id,create_date,last_update
213,GINA,WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,217,"2006-02-14 22:04:36","2006-02-15 04:57:20"
214,KRISTIN,JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,218,"2006-02-14 22:04:36","2006-02-15 04:57:20"
215,JESSIE,BANKS,JESSIE.BANKS@sakilacustomer.org,219,"2006-02-14 22:04:36","2006-02-15 04:57:20"
216,NATALIE,MEYER,NATALIE.MEYER@sakilacustomer.org,220,"2006-02-14 22:04:36","2006-02-15 04:57:20"
217,AGNES,BISHOP,AGNES.BISHOP@sakilacustomer.org,221,"2006-02-14 22:04:36","2006-02-15 04:57:20"
218,VERA,MCCOY,VERA.MCCOY@sakilacustomer.org,222,"2006-02-14 22:04:36","2006-02-15 04:57:20"
219,WILLIE,HOWELL,WILLIE.HOWELL@sakilacustomer.org,223,"2006-02-14 22:04:36","2006-02-15 04:57:20"
220,CHARLENE,ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,224,"2006-02-14 22:04:36","2006-02-15 04:57:20"
221,BESSIE,MORRISON,BESSIE.MORRISON@sakilacustomer.org,225,"2006-02-14 22:04:36","2006-02-15 04:57:20"
222,DELORES,HANSEN,DELORES.HANSEN@sakilacustomer.org,226,"2006-02-14 22:04:36","2006-02-15 04:57:20"
223,MELINDA,FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,227,"2006-02-14 22:04:36","2006-02-15 04:57:20"
224,PEARL,GARZA,PEARL.GARZA@sakilacustomer.org,228,"2006-02-14 22:04:36","2006-02-15 04:57:20"
225,ARLENE,HARVEY,ARLENE.HARVEY@sakilacustomer.org,229,"2006-02-14 22:04:36","2006-02-15 04:57:20"
226,MAUREEN,LITTLE,MAUREEN.LITTLE@sakilacustomer.org,230,"2006-02-14 22:04:36","2006-02-15 04:57:20"
227,COLLEEN,BURTON,COLLEEN.BURTON@sakilacustomer.org,231,"2006-02-14 22:04:36","2006-02-15 04:57:20"
228,ALLISON,STANLEY,ALLISON.STANLEY@sakilacustomer.org,232,"2006-02-14 22:04:36","2006-02-15 04:57:20"
229,TAMARA,NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,233,"2006-02-14 22:04:36","2006-02-15 04:57:20"
230,JOY,GEORGE,JOY.GEORGE@sakilacustomer.org,234,"2006-02-14 22:04:36","2006-02-15 04:57:20"
231,GEORGIA,JACOBS,GEORGIA.JACOBS@sakilacustomer.org,235,"2006-02-14 22:04:36","2006-02-15 04:57:20"
232,CONSTANCE,REID,CONSTANCE.REID@sakilacustomer.org,236,"2006-02-14 22:04:36","2006-02-15 04:57:20"
233,LILLIE,KIM,LILLIE.KIM@sakilacustomer.org,237,"2006-02-14 22:04:36","2006-02-15 04:57:20"
234,CLAUDIA,FULLER,CLAUDIA.FULLER@sakilacustomer.org,238,"2006-02-14 22:04:36","2006-02-15 04:57:20"
235,JACKIE,LYNCH,JACKIE.LYNCH@sakilacustomer.org,239,"2006-02-14 22:04:36","2006-02-15 04:57:20"
236,MARCIA,DEAN,MARCIA.DEAN@sakilacustomer.org,240,"2006-02-14 22:04:36","2006-02-15 04:57:20"
237,TANYA,GILBERT,TANYA.GILBERT@sakilacustomer.org,241,"2006-02-14 22:04:36","2006-02-15 04:57:20"
238,NELLIE,GARRETT,NELLIE.GARRETT@sakilacustomer.org,242,"2006-02-14 22:04:36","2006-02-15 04:57:20"
239,MINNIE,ROMERO,MINNIE.ROMERO@sakilacustomer.org,243,"2006-02-14 22:04:36","2006-02-15 04:57:20"
240,MARLENE,WELCH,MARLENE.WELCH@sakilacustomer.org,244,"2006-02-14 22:04:36","2006-02-15 04:57:20"
241,HEIDI,LARSON,HEIDI.LARSON@sakilacustomer.org,245,"2006-02-14 22:04:36","2006-02-15 04:57:20"
242,GLENDA,FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,246,"2006-02-14 22:04:36","2006-02-15 04:57:20"
243,LYDIA,BURKE,LYDIA.BURKE@sakilacustomer.org,247,"2006-02-14 22:04:36","2006-02-15 04:57:20"
244,VIOLA,HANSON,VIOLA.HANSON@sakilacustomer.org,248,"2006-02-14 22:04:36","2006-02-15 04:57:20"
245,COURTNEY,DAY,COURTNEY.DAY@sakilacustomer.org,249,"2006-02-14 22:04:36","2006-02-15 04:57:20"
246,MARIAN,MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,250,"2006-02-14 22:04:36","2006-02-15 04:57:20"
247,STELLA,MORENO,STELLA.MORENO@sakilacustomer.org,251,"2006-02-14 22:04:36","2006-02-15 04:57:20"
248,CAROLINE,BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,252,"2006-02-14 22:04:36","2006-02-15 04:57:20"
249,DORA,MEDINA,DORA.MEDINA@sakilacustomer.org,253,"2006-02-14 22:04:36","2006-02-15 04:57:20"
250,JO,FOWLER,JO.FOWLER@sakilacustomer.org,254,"2006-02-14 22:04:36","2006-02-15 04:57:20"
251,VICKIE,BREWER,VICKIE.BREWER@sakilacustomer.org,255,"2006-02-14 22:04:36","2006-02-15 04:57:20"
252,MATTIE,HOFFMAN,MATTIE.HOFFMAN@sakilacustomer.org,256,"2006-02-14 22:04:36","2006-02-15 04:57:20"
253,TERRY,CARLSON,TERRY.CARLSON@sakilacustomer.org,258,"2006-02-14 22:04:36","2006-02-15 04:57:20"
254,MAXINE,SILVA,MAXINE.SILVA@sakilacustomer.org,259,"2006-02-14 22:04:36","2006-02-15 04:57:20"
255,IRMA,PEARSON,IRMA.PEARSON@sakilacustomer.org,260,"2006-02-14 22:04:36","2006-02-15 04:57:20"
256,MABEL,HOLLAND,MABEL.HOLLAND@sakilacustomer.org,261,"2006-02-14 22:04:36","2006-02-15 04:57:20"
257,MARSHA,DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,262,"2006-02-14 22:04:36","2006-02-15 04:57:20"
258,MYRTLE,FLEMING,MYRTLE.FLEMING@sakilacustomer.org,263,"2006-02-14 22:04:36","2006-02-15 04:57:20"
259,LENA,JENSEN,LENA.JENSEN@sakilacustomer.org,264,"2006-02-14 22:04:36","2006-02-15 04:57:20"
260,CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,265,"2006-02-14 22:04:36","2006-02-15 04:57:20"
261,DEANNA,BYRD,DEANNA.BYRD@sakilacustomer.org,266,"2006-02-14 22:04:36","2006-02-15 04:57:20"
262,PATSY,DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,267,"2006-02-14 22:04:36","2006-02-15 04:57:20"
263,HILDA,HOPKINS,HILDA.HOPKINS@sakilacustomer.org,268,"2006-02-14 22:04:36","2006-02-15 04:57:20"
264,GWENDOLYN,MAY,GWENDOLYN.MAY@sakilacustomer.org,269,"2006-02-14 22:04:36","2006-02-15 04:57:20"
265,JENNIE,TERRY,JENNIE.TERRY@sakilacustomer.org,270,"2006-02-14 22:04:36","2006-02-15 04:57:20"
266,NORA,HERRERA,NORA.HERRERA@sakilacustomer.org,271,"2006-02-14 22:04:36","2006-02-15 04:57:20"
267,MARGIE,WADE,MARGIE.WADE@sakilacustomer.org,272,"2006-02-14 22:04:36","2006-02-15 04:57:20"
268,NINA,SOTO,NINA.SOTO@sakilacustomer.org,273,"2006-02-14 22:04:36","2006-02-15 04:57:20"
269,CASSANDRA,WALTERS,CASSANDRA.WALTERS@sakilacustomer.org,274,"2006-02-14 22:04:36","2006-02-15 04:57:20"
270,LEAH,CURTIS,LEAH.CURTIS@sakilacustomer.org,275,"2006-02-14 22:04:36","2006-02-15 04:57:20"
271,PENNY,NEAL,PENNY.NEAL@sakilacustomer.org,276,"2006-02-14 22:04:36","2006-02-15 04:57:20"
272,KAY,CALDWELL,KAY.CALDWELL@sakilacustomer.org,277,"2006-02-14 22:04:37","2006-02-15 04:57:20"
273,PRISCILLA,LOWE,PRISCILLA.LOWE@sakilacustomer.org,278,"2006-02-14 22:04:37","2006-02-15 04:57:20"
274,NAOMI,JENNINGS,NAOMI.JENNINGS@sakilacustomer.org,279,"2006-02-14 22:04:37","2006-02-15 04:57:20"
275,CAROLE,BARNETT,CAROLE.BARNETT@sakilacustomer.org,280,"2006-02-14 22:04:37","2006-02-15 04:57:20"
276,BRANDY,GRAVES,BRANDY.GRAVES@sakilacustomer.org,281,"2006-02-14 22:04:37","2006-02-15 04:57:20"
277,OLGA,JIMENEZ,OLGA.JIMENEZ@sakilacustomer.org,282,"2006-02-14 22:04:37","2006-02-15 04:57:20"
278,BILLIE,HORTON,BILLIE.HORTON@sakilacustomer.org,283,"2006-02-14 22:04:37","2006-02-15 04:57:20"
279,DIANNE,SHELTON,DIANNE.SHELTON@sakilacustomer.org,284,"2006-02-14 22:04:37","2006-02-15 04:57:20"
280,TRACEY,BARRETT,TRACEY.BARRETT@sakilacustomer.org,285,"2006-02-14 22:04:37","2006-02-15 04:57:20"
281,LEONA,OBRIEN,LEONA.OBRIEN@sakilacustomer.org,286,"2006-02-14 22:04:37","2006-02-15 04:57:20"
282,JENNY,CASTRO,JENNY.CASTRO@sakilacustomer.org,287,"2006-02-14 22:04:37","2006-02-15 04:57:20"
283,FELICIA,SUTTON,FELICIA.SUTTON@sakilacustomer.org,288,"2006-02-14 22:04:37","2006-02-15 04:57:20"
284,SONIA,GREGORY,SONIA.GREGORY@sakilacustomer.org,289,"2006-02-14 22:04:37","2006-02-15 04:57:20"
285,MIRIAM,MCKINNEY,MIRIAM.MCKINNEY@sakilacustomer.org,290,"2006-02-14 22:04:37","2006-02-15 04:57:20"
286,VELMA,LUCAS,VELMA.LUCAS@sakilacustomer.org,291,"2006-02-14 22:04:37","2006-02-15 04:57:20"
287,BECKY,MILES,BECKY.MILES@sakilacustomer.org,292,"2006-02-14 22:04:37","2006-02-15 04:57:20"
288,BOBBIE,CRAIG,BOBBIE.CRAIG@sakilacustomer.org,293,"2006-02-14 22:04:37","2006-02-15 04:57:20"
289,VIOLET,RODRIQUEZ,VIOLET.RODRIQUEZ@sakilacustomer.org,294,"2006-02-14 22:04:37","2006-02-15 04:57:20"
290,KRISTINA,CHAMBERS,KRISTINA.CHAMBERS@sakilacustomer.org,295,"2006-02-14 22:04:37","2006-02-15 04:57:20"
291,TONI,HOLT,TONI.HOLT@sakilacustomer.org,296,"2006-02-14 22:04:37","2006-02-15 04:57:20"
292,MISTY,LAMBERT,MISTY.LAMBERT@sakilacustomer.org,297,"2006-02-14 22:04:37","2006-02-15 04:57:20"
293,MAE,FLETCHER,MAE.FLETCHER@sakilacustomer.org,298,"2006-02-14 22:04:37","2006-02-15 04:57:20"
294,SHELLY,WATTS,SHELLY.WATTS@sakilacustomer.org,299,"2006-02-14 22:04:37","2006-02-15 04:57:20"
295,DAISY,BATES,DAISY.BATES@sakilacustomer.org,300,"2006-02-14 22:04:37","2006-02-15 04:57:20"
296,RAMONA,HALE,RAMONA.HALE@sakilacustomer.org,301,"2006-02-14 22:04:37","2006-02-15 04:57:20"
297,SHERRI,RHODES,SHERRI.RHODES@sakilacustomer.org,302,"2006-02-14 22:04:37","2006-02-15 04:57:20"
298,ERIKA,PENA,ERIKA.PENA@sakilacustomer.org,303,"2006-02-14 22:04:37","2006-02-15 04:57:20"
299,JAMES,GANNON,JAMES.GANNON@sakilacustomer.org,304,"2006-02-14 22:04:37","2006-02-15 04:57:20"
300,JOHN,FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,305,"2006-02-14 22:04:37","2006-02-15 04:57:20"
301,ROBERT,BAUGHMAN,ROBERT.BAUGHMAN@sakilacustomer.org,306,"2006-02-14 22:04:37","2006-02-15 04:57:20"
302,MICHAEL,SILVERMAN,MICHAEL.SILVERMAN@sakilacustomer.org,307,"2006-02-14 22:04:37","2006-02-15 04:57:20"
303,WILLIAM,SATTERFIELD,WILLIAM.SATTERFIELD@sakilacustomer.org,308,"2006-02-14 22:04:37","2006-02-15 04:57:20"
304,DAVID,ROYAL,DAVID.ROYAL@sakilacustomer.org,309,"2006-02-14 22:04:37","2006-02-15 04:57:20"
305,RICHARD,MCCRARY,RICHARD.MCCRARY@sakilacustomer.org,310,"2006-02-14 22:04:37","2006-02-15 04:57:20"
306,CHARLES,KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,311,"2006-02-14 22:04:37","2006-02-15 04:57:20"
307,JOSEPH,JOY,JOSEPH.JOY@sakilacustomer.org,312,"2006-02-14 22:04:37","2006-02-15 04:57:20"
308,THOMAS,GRIGSBY,THOMAS.GRIGSBY@sakilacustomer.org,313,"2006-02-14 22:04:37","2006-02-15 04:57:20"
309,CHRISTOPHER,GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,314,"2006-02-14 22:04:37","2006-02-15 04:57:20"
310,DANIEL,CABRAL,DANIEL.CABRAL@sakilacustomer.org,315,"2006-02-14 22:04:37","2006-02-15 04:57:20"
311,PAUL,TROUT,PAUL.TROUT@sakilacustomer.org,316,"2006-02-14 22:04:37","2006-02-15 04:57:20"
312,MARK,RINEHART,MARK.RINEHART@sakilacustomer.org,317,"2006-02-14 22:04:37","2006-02-15 04:57:20"
313,DONALD,MAHON,DONALD.MAHON@sakilacustomer.org,318,"2006-02-14 22:04:37","2006-02-15 04:57:20"
314,GEORGE,LINTON,GEORGE.LINTON@sakilacustomer.org,319,"2006-02-14 22:04:37","2006-02-15 04:57:20"
315,KENNETH,GOODEN,KENNETH.GOODEN@sakilacustomer.org,320,"2006-02-14 22:04:37","2006-02-15 04:57:20"
316,STEVEN,CURLEY,STEVEN.CURLEY@sakilacustomer.org,321,"2006-02-14 22:04:37","2006-02-15 04:57:20"
317,EDWARD,BAUGH,EDWARD.BAUGH@sakilacustomer.org,322,"2006-02-14 22:04:37","2006-02-15 04:57:20"
318,BRIAN,WYMAN,BRIAN.WYMAN@sakilacustomer.org,323,"2006-02-14 22:04:37","2006-02-15 04:57:20"
319,RONALD,WEINER,RONALD.WEINER@sakilacustomer.org,324,"2006-02-14 22:04:37","2006-02-15 04:57:20"
320,ANTHONY,SCHWAB,ANTHONY.SCHWAB@sakilacustomer.org,325,"2006-02-14 22:04:37","2006-02-15 04:57:20"
321,KEVIN,SCHULER,KEVIN.SCHULER@sakilacustomer.org,326,"2006-02-14 22:04:37","2006-02-15 04:57:20"
322,JASON,MORRISSEY,JASON.MORRISSEY@sakilacustomer.org,327,"2006-02-14 22:04:37","2006-02-15 04:57:20"
323,MATTHEW,MAHAN,MATTHEW.MAHAN@sakilacustomer.org,328,"2006-02-14 22:04:37","2006-02-15 04:57:20"
324,GARY,COY,GARY.COY@sakilacustomer.org,329,"2006-02-14 22:04:37","2006-02-15 04:57:20"
325,TIMOTHY,BUNN,TIMOTHY.BUNN@sakilacustomer.org,330,"2006-02-14 22:04:37","2006-02-15 04:57:20"
326,JOSE,ANDREW,JOSE.ANDREW@sakilacustomer.org,331,"2006-02-14 22:04:37","2006-02-15 04:57:20"
327,LARRY,THRASHER,LARRY.THRASHER@sakilacustomer.org,332,"2006-02-14 22:04:37","2006-02-15 04:57:20"
328,JEFFREY,SPEAR,JEFFREY.SPEAR@sakilacustomer.org,333,"2006-02-14 22:04:37","2006-02-15 04:57:20"
329,FRANK,WAGGONER,FRANK.WAGGONER@sakilacustomer.org,334,"2006-02-14 22:04:37","2006-02-15 04:57:20"
330,SCOTT,SHELLEY,SCOTT.SHELLEY@sakilacustomer.org,335,"2006-02-14 22:04:37","2006-02-15 04:57:20"
331,ERIC,ROBERT,ERIC.ROBERT@sakilacustomer.org,336,"2006-02-14 22:04:37","2006-02-15 04:57:20"
332,STEPHEN,QUALLS,STEPHEN.QUALLS@sakilacustomer.org,337,"2006-02-14 22:04:37","2006-02-15 04:57:20"
333,ANDREW,PURDY,ANDREW.PURDY@sakilacustomer.org,338,"2006-02-14 22:04:37","2006-02-15 04:57:20"
334,RAYMOND,MCWHORTER,RAYMOND.MCWHORTER@sakilacustomer.org,339,"2006-02-14 22:04:37","2006-02-15 04:57:20"
335,GREGORY,MAULDIN,GREGORY.MAULDIN@sakilacustomer.org,340,"2006-02-14 22:04:37","2006-02-15 04:57:20"
336,JOSHUA,MARK,JOSHUA.MARK@sakilacustomer.org,341,"2006-02-14 22:04:37","2006-02-15 04:57:20"
337,JERRY,JORDON,JERRY.JORDON@sakilacustomer.org,342,"2006-02-14 22:04:37","2006-02-15 04:57:20"
338,DENNIS,GILMAN,DENNIS.GILMAN@sakilacustomer.org,343,"2006-02-14 22:04:37","2006-02-15 04:57:20"
339,WALTER,PERRYMAN,WALTER.PERRYMAN@sakilacustomer.org,344,"2006-02-14 22:04:37","2006-02-15 04:57:20"
340,PATRICK,NEWSOM,PATRICK.NEWSOM@sakilacustomer.org,345,"2006-02-14 22:04:37","2006-02-15 04:57:20"
341,PETER,MENARD,PETER.MENARD@sakilacustomer.org,346,"2006-02-14 22:04:37","2006-02-15 04:57:20"
342,HAROLD,MARTINO,HAROLD.MARTINO@sakilacustomer.org,347,"2006-02-14 22:04:37","2006-02-15 04:57:20"
343,DOUGLAS,GRAF,DOUGLAS.GRAF@sakilacustomer.org,348,"2006-02-14 22:04:37","2006-02-15 04:57:20"
344,HENRY,BILLINGSLEY,HENRY.BILLINGSLEY@sakilacustomer.org,349,"2006-02-14 22:04:37","2006-02-15 04:57:20"
345,CARL,ARTIS,CARL.ARTIS@sakilacustomer.org,350,"2006-02-14 22:04:37","2006-02-15 04:57:20"
346,ARTHUR,SIMPKINS,ARTHUR.SIMPKINS@sakilacustomer.org,351,"2006-02-14 22:04:37","2006-02-15 04:57:20"
347,RYAN,SALISBURY,RYAN.SALISBURY@sakilacustomer.org,352,"2006-02-14 22:04:37","2006-02-15 04:57:20"
348,ROGER,QUINTANILLA,ROGER.QUINTANILLA@sakilacustomer.org,353,"2006-02-14 22:04:37","2006-02-15 04:57:20"
349,JOE,GILLILAND,JOE.GILLILAND@sakilacustomer.org,354,"2006-02-14 22:04:37","2006-02-15 04:57:20"
350,JUAN,FRALEY,JUAN.FRALEY@sakilacustomer.org,355,"2006-02-14 22:04:37","2006-02-15 04:57:20"
351,JACK,FOUST,JACK.FOUST@sakilacustomer.org,356,"2006-02-14 22:04:37","2006-02-15 04:57:20"
352,ALBERT,CROUSE,ALBERT.CROUSE@sakilacustomer.org,357,"2006-02-14 22:04:37","2006-02-15 04:57:20"
353,JONATHAN,SCARBOROUGH,JONATHAN.SCARBOROUGH@sakilacustomer.org,358,"2006-02-14 22:04:37","2006-02-15 04:57:20"
354,JUSTIN,NGO,JUSTIN.NGO@sakilacustomer.org,359,"2006-02-14 22:04:37","2006-02-15 04:57:20"
355,TERRY,GRISSOM,TERRY.GRISSOM@sakilacustomer.org,360,"2006-02-14 22:04:37","2006-02-15 04:57:20"
356,GERALD,FULTZ,GERALD.FULTZ@sakilacustomer.org,361,"2006-02-14 22:04:37","2006-02-15 04:57:20"
357,KEITH,RICO,KEITH.RICO@sakilacustomer.org,362,"2006-02-14 22:04:37","2006-02-15 04:57:20"
358,SAMUEL,MARLOW,SAMUEL.MARLOW@sakilacustomer.org,363,"2006-02-14 22:04:37","2006-02-15 04:57:20"
359,WILLIE,MARKHAM,WILLIE.MARKHAM@sakilacustomer.org,364,"2006-02-14 22:04:37","2006-02-15 04:57:20"
360,RALPH,MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org,365,"2006-02-14 22:04:37","2006-02-15 04:57:20"
361,LAWRENCE,LAWTON,LAWRENCE.LAWTON@sakilacustomer.org,366,"2006-02-14 22:04:37","2006-02-15 04:57:20"
362,NICHOLAS,BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,367,"2006-02-14 22:04:37","2006-02-15 04:57:20"
363,ROY,WHITING,ROY.WHITING@sakilacustomer.org,368,"2006-02-14 22:04:37","2006-02-15 04:57:20"
364,BENJAMIN,VARNEY,BENJAMIN.VARNEY@sakilacustomer.org,369,"2006-02-14 22:04:37","2006-02-15 04:57:20"
365,BRUCE,SCHWARZ,BRUCE.SCHWARZ@sakilacustomer.org,370,"2006-02-14 22:04:37","2006-02-15 04:57:20"
366,BRANDON,HUEY,BRANDON.HUEY@sakilacustomer.org,371,"2006-02-14 22:04:37","2006-02-15 04:57:20"
367,ADAM,GOOCH,ADAM.GOOCH@sakilacustomer.org,372,"2006-02-14 22:04:37","2006-02-15 04:57:20"
368,HARRY,ARCE,HARRY.ARCE@sakilacustomer.org,373,"2006-02-14 22:04:37","2006-02-15 04:57:20"
369,FRED,WHEAT,FRED.WHEAT@sakilacustomer.org,374,"2006-02-14 22:04:37","2006-02-15 04:57:20"
370,WAYNE,TRUONG,WAYNE.TRUONG@sakilacustomer.org,375,"2006-02-14 22:04:37","2006-02-15 04:57:20"
371,BILLY,POULIN,BILLY.POULIN@sakilacustomer.org,376,"2006-02-14 22:04:37","2006-02-15 04:57:20"
372,STEVE,MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org,377,"2006-02-14 22:04:37","2006-02-15 04:57:20"
373,LOUIS,LEONE,LOUIS.LEONE@sakilacustomer.org,378,"2006-02-14 22:04:37","2006-02-15 04:57:20"
374,JEREMY,HURTADO,JEREMY.HURTADO@sakilacustomer.org,379,"2006-02-14 22:04:37","2006-02-15 04:57:20"
375,AARON,SELBY,AARON.SELBY@sakilacustomer.org,380,"2006-02-14 22:04:37","2006-02-15 04:57:20"
376,RANDY,GAITHER,RANDY.GAITHER@sakilacustomer.org,381,"2006-02-14 22:04:37","2006-02-15 04:57:20"
377,HOWARD,FORTNER,HOWARD.FORTNER@sakilacustomer.org,382,"2006-02-14 22:04:37","2006-02-15 04:57:20"
378,EUGENE,CULPEPPER,EUGENE.CULPEPPER@sakilacustomer.org,383,"2006-02-14 22:04:37","2006-02-15 04:57:20"
379,CARLOS,COUGHLIN,CARLOS.COUGHLIN@sakilacustomer.org,384,"2006-02-14 22:04:37","2006-02-15 04:57:20"
380,RUSSELL,BRINSON,RUSSELL.BRINSON@sakilacustomer.org,385,"2006-02-14 22:04:37","2006-02-15 04:57:20"
381,BOBBY,BOUDREAU,BOBBY.BOUDREAU@sakilacustomer.org,386,"2006-02-14 22:04:37","2006-02-15 04:57:20"
382,VICTOR,BARKLEY,VICTOR.BARKLEY@sakilacustomer.org,387,"2006-02-14 22:04:37","2006-02-15 04:57:20"
383,MARTIN,BALES,MARTIN.BALES@sakilacustomer.org,388,"2006-02-14 22:04:37","2006-02-15 04:57:20"
384,ERNEST,STEPP,ERNEST.STEPP@sakilacustomer.org,389,"2006-02-14 22:04:37","2006-02-15 04:57:20"
385,PHILLIP,HOLM,PHILLIP.HOLM@sakilacustomer.org,390,"2006-02-14 22:04:37","2006-02-15 04:57:20"
386,TODD,TAN,TODD.TAN@sakilacustomer.org,391,"2006-02-14 22:04:37","2006-02-15 04:57:20"
387,JESSE,SCHILLING,JESSE.SCHILLING@sakilacustomer.org,392,"2006-02-14 22:04:37","2006-02-15 04:57:20"
388,CRAIG,MORRELL,CRAIG.MORRELL@sakilacustomer.org,393,"2006-02-14 22:04:37","2006-02-15 04:57:20"
389,ALAN,KAHN,ALAN.KAHN@sakilacustomer.org,394,"2006-02-14 22:04:37","2006-02-15 04:57:20"
390,SHAWN,HEATON,SHAWN.HEATON@sakilacustomer.org,395,"2006-02-14 22:04:37","2006-02-15 04:57:20"
391,CLARENCE,GAMEZ,CLARENCE.GAMEZ@sakilacustomer.org,396,"2006-02-14 22:04:37","2006-02-15 04:57:20"
392,SEAN,DOUGLASS,SEAN.DOUGLASS@sakilacustomer.org,397,"2006-02-14 22:04:37","2006-02-15 04:57:20"
393,PHILIP,CAUSEY,PHILIP.CAUSEY@sakilacustomer.org,398,"2006-02-14 22:04:37","2006-02-15 04:57:20"
394,CHRIS,BROTHERS,CHRIS.BROTHERS@sakilacustomer.org,399,"2006-02-14 22:04:37","2006-02-15 04:57:20"
395,JOHNNY,TURPIN,JOHNNY.TURPIN@sakilacustomer.org,400,"2006-02-14 22:04:37","2006-02-15 04:57:20"
396,EARL,SHANKS,EARL.SHANKS@sakilacustomer.org,401,"2006-02-14 22:04:37","2006-02-15 04:57:20"
397,JIMMY,SCHRADER,JIMMY.SCHRADER@sakilacustomer.org,402,"2006-02-14 22:04:37","2006-02-15 04:57:20"
398,ANTONIO,MEEK,ANTONIO.MEEK@sakilacustomer.org,403,"2006-02-14 22:04:37","2006-02-15 04:57:20"
399,DANNY,ISOM,DANNY.ISOM@sakilacustomer.org,404,"2006-02-14 22:04:37","2006-02-15 04:57:20"
400,BRYAN,HARDISON,BRYAN.HARDISON@sakilacustomer.org,405,"2006-02-14 22:04:37","2006-02-15 04:57:20"
401,TONY,CARRANZA,TONY.CARRANZA@sakilacustomer.org,406,"2006-02-14 22:04:37","2006-02-15 04:57:20"
402,LUIS,YANEZ,LUIS.YANEZ@sakilacustomer.org,407,"2006-02-14 22:04:37","2006-02-15 04:57:20"
403,MIKE,WAY,MIKE.WAY@sakilacustomer.org,408,"2006-02-14 22:04:37","2006-02-15 04:57:20"
404,STANLEY,SCROGGINS,STANLEY.SCROGGINS@sakilacustomer.org,409,"2006-02-14 22:04:37","2006-02-15 04:57:20"
405,LEONARD,SCHOFIELD,LEONARD.SCHOFIELD@sakilacustomer.org,410,"2006-02-14 22:04:37","2006-02-15 04:57:20"
406,NATHAN,RUNYON,NATHAN.RUNYON@sakilacustomer.org,411,"2006-02-14 22:04:37","2006-02-15 04:57:20"
407,DALE,RATCLIFF,DALE.RATCLIFF@sakilacustomer.org,412,"2006-02-14 22:04:37","2006-02-15 04:57:20"
408,MANUEL,MURRELL,MANUEL.MURRELL@sakilacustomer.org,413,"2006-02-14 22:04:37","2006-02-15 04:57:20"
409,RODNEY,MOELLER,RODNEY.MOELLER@sakilacustomer.org,414,"2006-02-14 22:04:37","2006-02-15 04:57:20"
410,CURTIS,IRBY,CURTIS.IRBY@sakilacustomer.org,415,"2006-02-14 22:04:37","2006-02-15 04:57:20"
411,NORMAN,CURRIER,NORMAN.CURRIER@sakilacustomer.org,416,"2006-02-14 22:04:37","2006-02-15 04:57:20"
412,ALLEN,BUTTERFIELD,ALLEN.BUTTERFIELD@sakilacustomer.org,417,"2006-02-14 22:04:37","2006-02-15 04:57:20"
413,MARVIN,YEE,MARVIN.YEE@sakilacustomer.org,418,"2006-02-14 22:04:37","2006-02-15 04:57:20"
414,VINCENT,RALSTON,VINCENT.RALSTON@sakilacustomer.org,419,"2006-02-14 22:04:37","2006-02-15 04:57:20"
415,GLENN,PULLEN,GLENN.PULLEN@sakilacustomer.org,420,"2006-02-14 22:04:37","2006-02-15 04:57:20"
416,JEFFERY,PINSON,JEFFERY.PINSON@sakilacustomer.org,421,"2006-02-14 22:04:37","2006-02-15 04:57:20"
417,TRAVIS,ESTEP,TRAVIS.ESTEP@sakilacustomer.org,422,"2006-02-14 22:04:37","2006-02-15 04:57:20"
418,JEFF,EAST,JEFF.EAST@sakilacustomer.org,423,"2006-02-14 22:04:37","2006-02-15 04:57:20"
419,CHAD,CARBONE,CHAD.CARBONE@sakilacustomer.org,424,"2006-02-14 22:04:37","2006-02-15 04:57:20"
420,JACOB,LANCE,JACOB.LANCE@sakilacustomer.org,425,"2006-02-14 22:04:37","2006-02-15 04:57:20"
421,LEE,HAWKS,LEE.HAWKS@sakilacustomer.org,426,"2006-02-14 22:04:37","2006-02-15 04:57:20"
422,MELVIN,ELLINGTON,MELVIN.ELLINGTON@sakilacustomer.org,427,"2006-02-14 22:04:37","2006-02-15 04:57:20"
423,ALFRED,CASILLAS,ALFRED.CASILLAS@sakilacustomer.org,428,"2006-02-14 22:04:37","2006-02-15 04:57:20"
424,KYLE,SPURLOCK,KYLE.SPURLOCK@sakilacustomer.org,429,"2006-02-14 22:04:37","2006-02-15 04:57:20"
